日期,最高气温,最低气温,天气,风向
2015-12-14 星期一,9℃,3℃,阴,南风 小于3级
2015-12-15 星期二,9℃,1℃,阴,南风 小于3级
2015-12-16 星期三,11℃,1℃,晴,南风 小于3级
2015-12-17 星期四,8℃,3℃,多云~阴,南风 小于3级
2015-12-18 星期五,8℃,3℃,阴~小雨,南风 小于3级
2015-12-19 星期六,8℃,0℃,小雨~多云,南风 小于3级
2015-12-20 星期日,9℃,4℃,多云,南风 小于3级
2015-12-21 星期一,9℃,4℃,多云,南风 小于3级
2015-12-22 星期二,10℃,3℃,晴,南风 小于3级
2015-12-23 星期三,11℃,3℃,多云~阴,南风 小于3级
2015-12-24 星期四,11℃,4℃,多云~阴,南风 小于3级
2015-12-25 星期五,12℃,2℃,晴~多云,南风 小于3级
2015-12-26 星期六,13℃,1℃,晴,南风 小于3级
2015-12-27 星期日,12℃,2℃,晴~多云,南风 小于3级
2015-12-28 星期一,12℃,4℃,阴~多云,南风 小于3级
2014-01-01 星期三,9℃,0℃,阴转多云,南风 小于3级
2014-01-02 星期四,8℃,2℃,阴转多云,微风 小于3级
2014-01-03 星期五,11℃,0℃,多云,微风 小于3级
2014-01-04 星期六,13℃,-2℃,多云,南风 小于3级
2014-01-05 星期日,11℃,3℃,多云转阴,南风 小于3级
2014-01-06 星期一,9℃,3℃,阴转小雨,南风~微风 小于3级
2014-01-07 星期二,9℃,4℃,小雨转阴,微风 小于3级
2014-01-08 星期三,10℃,2℃,阴转多云,微风 小于3级
2014-01-09 星期四,9℃,2℃,多云转阴,南风 小于3级
2014-01-10 星期五,8℃,3℃,阴,南风 小于3级
2014-01-11 星期六,10℃,3℃,阴,微风 小于3级
2014-01-12 星期日,9℃,3℃,小雨转阴,微风 小于3级
2014-01-13 星期一,12℃,-1℃,晴,微风 小于3级
2014-01-14 星期二,10℃,2℃,多云,微风 小于3级
2014-01-15 星期三,10℃,2℃,多云,微风 小于3级
2014-01-16 星期四,11℃,4℃,阴转多云,微风 小于3级
2014-01-17 星期五,12℃,2℃,多云转晴,微风 小于3级
2014-01-18 星期六,11℃,3℃,多云,南风 小于3级
2014-01-19 星期日,9℃,4℃,阴,微风 小于3级
2014-01-20 星期一,14℃,2℃,多云转晴,微风 小于3级
2014-01-21 星期二,14℃,0℃,多云转晴,北风 小于3级
2014-01-22 星期三,15℃,1℃,晴转多云,南风 小于3级
2014-01-23 星期四,14℃,1℃,多云,南风 小于3级
2014-01-24 星期五,16℃,3℃,多云,南风 小于3级
2014-01-25 星期六,16℃,2℃,多云,南风 小于3级
2014-01-26 星期日,15℃,6℃,阴,南风 小于3级
2014-01-27 星期一,14℃,5℃,多云转阴,北风 小于3级
2014-01-28 星期二,15℃,5℃,多云转阴,南风 小于3级
2014-02-01 星期六,16℃,4℃,多云,南风 小于3级
2014-02-02 星期六,18℃,5℃,多云转晴,南风 小于3级
2014-02-03 星期一,18℃,5℃,多云转晴,南风 小于3级
2014-02-04 星期二,15℃,10℃,多云转阴,南风 小于3级
2014-02-05 星期三,13℃,9℃,阴转小雨,微风 小于3级
2014-02-06 星期四,10℃,6℃,小雨转阴,微风 小于3级
2014-02-07 星期五,9℃,3℃,阴转多云,微风 小于3级
2014-02-08 星期六,7℃,3℃,小雨,微风 小于3级
2014-02-09 星期日,7℃,4℃,阴,微风 小于3级
2014-02-10 星期一,7℃,4℃,小雨,北风 小于3级
2014-02-11 星期二,4℃,-1℃,小雪转雨夹雪,微风 小于3级
2014-02-12 星期三,4℃,-2℃,雨夹雪,北风 小于3级
2014-02-13 星期四,6℃,1℃,阴,微风 小于3级
2014-02-14 星期五,8℃,1℃,阴,东北风 小于3级
2014-02-15 星期六,8℃,1℃,阴转多云,微风 小于3级
2014-02-16 星期日,8℃,2℃,阴,微风 小于3级
2014-02-17 星期一,7℃,3℃,阴转小雨,北风 小于3级
2014-02-18 星期二,6℃,2℃,小雨,北风 小于3级
2014-02-19 星期三,11℃,0℃,多云,南风 小于3级
2014-02-20 星期四,11℃,4℃,多云,南风 小于3级
2014-02-21 星期五,11℃,5℃,阴转多云,南风 小于3级
2014-02-22 星期六,11℃,5℃,阴,南风 小于3级
2014-02-23 星期日,13℃,6℃,阴转多云,南风 小于3级
2014-02-24 星期一,14℃,8℃,阴,微风 小于3级
2014-02-25 星期二,15℃,6℃,阴转多云,南风 小于3级
2014-02-26 星期三,13℃,8℃,阴,南风 小于3级
2014-02-27 星期四,13℃,7℃,小雨,北风 小于3级
2014-02-28 星期五,11℃,7℃,小雨转阴,微风 小于3级
2014-03-01 星期六,12℃,6℃,阵雨转阴,东北风 小于3级
2014-03-02 星期日,12℃,7℃,阵雨,微风 小于3级
2014-03-03 星期一,11℃,7℃,阴,北风 小于3级
2014-03-04 星期二,15℃,5℃,阴转多云,微风 小于3级
2014-03-05 星期四,15℃,7℃,多云转阴,微风 小于3级
2014-03-06 星期五,11℃,8℃,小雨,微风 小于3级
2014-03-07 星期六,11℃,7℃,小雨,微风 小于3级
2014-03-08 星期日,13℃,7℃,阴转多云,北风~南风 小于3级
2014-03-09 星期日,16℃,7℃,阴转多云,南风 小于3级
2014-03-10 星期一,16℃,8℃,多云,南风 小于3级
2014-03-11 星期三,16℃,8℃,多云转阴,南风 小于3级
2014-03-12 星期四,19℃,8℃,多云,南风 小于3级
2014-03-13 星期五,16℃,9℃,阴,微风 小于3级
2014-03-14 星期六,18℃,8℃,阴转多云,南风 小于3级
2014-03-15 星期日,19℃,8℃,多云,南风 小于3级
2014-03-16 星期一,20℃,7℃,多云,南风 小于3级
2014-03-17 星期一,21℃,9℃,晴转多云,南风 小于3级
2014-03-18 星期三,23℃,10℃,多云,南风 小于3级
2014-03-19 星期四,23℃,11℃,多云,南风 小于3级
2014-03-20 星期五,19℃,9℃,多云转小雨,北风 3-4级
2014-03-21 星期五,14℃,7℃,小雨转阴,微风 小于3级
2014-03-22 星期日,15℃,8℃,阴转小雨,微风 小于3级
2014-03-23 星期一,14℃,8℃,小雨转阴,微风 小于3级
2014-03-24 星期二,17℃,8℃,阴,微风 小于3级
2014-03-25 星期三,19℃,9℃,阴转多云,南风 小于3级
2014-03-26 星期三,23℃,7℃,多云,南风 小于3级
2014-03-27 星期四,21℃,11℃,阴转多云,南风 小于3级
2014-03-28 星期五,24℃,13℃,多云,南风 小于3级
2014-04-01 星期三,19℃,12℃,小雨转阴,微风 小于3级
2014-04-02 星期四,20℃,10℃,阴,微风 小于3级
2014-04-03 星期五,23℃,12℃,多云,微风 小于3级
2014-04-04 星期六,21℃,13℃,阴,微风 小于3级
2014-04-05 星期日,17℃,12℃,小雨,微风 小于3级
2014-04-06 星期一,22℃,11℃,小雨转多云,微风 小于3级
2014-04-07 星期二,22℃,13℃,阴转多云,南风 小于3级
2014-04-08 星期三,22℃,14℃,阴转多云,南风 小于3级
2014-04-09 星期四,22℃,14℃,小雨转阴,南风 小于3级
2014-04-10 星期五,24℃,15℃,阴,南风 小于3级
2014-04-11 星期六,24℃,17℃,阴,南风 小于3级
2014-04-12 星期六,26℃,15℃,阴转多云,南风 小于3级
2014-04-13 星期日,26℃,16℃,多云转阴,南风 小于3级
2014-04-14 星期二,27℃,18℃,阵雨转多云,南风 小于3级
2014-04-15 星期二,27℃,17℃,阴转多云,南风 小于3级
2014-04-16 星期三,27℃,17℃,阴转小雨,南风 小于3级
2014-04-17 星期四,26℃,18℃,多云转阴,微风 小于3级
2014-04-18 星期五,27℃,18℃,多云转阵雨,南风 小于3级
2014-04-19 星期六,26℃,17℃,阵雨转多云,微风 小于3级
2014-04-20 星期日,24℃,17℃,多云转阴,微风 小于3级
2014-04-21 星期一,20℃,15℃,小雨,微风 小于3级
2014-04-22 星期二,22℃,12℃,阵雨,南风 小于3级
2014-04-23 星期三,26℃,15℃,多云转阴,南风 小于3级
2014-04-24 星期四,25℃,15℃,多云转阵雨,南风 小于3级
2014-04-25 星期五,21℃,13℃,中雨转小雨,微风 小于3级
2014-04-26 星期日,24℃,13℃,阵雨转多云,微风 小于3级
2014-04-27 星期日,26℃,13℃,多云,南风 小于3级
2014-04-28 星期二,25℃,14℃,多云,南风 小于3级
2014-05-01 星期四,25℃,14℃,多云转阴,南风~微风 小于3级
2014-05-02 星期六,22℃,15℃,阵雨转阴,北风~微风 3-4级~小于3级
2014-05-03 星期日,22℃,15℃,阵雨,南风 小于3级
2014-05-04 星期一,25℃,14℃,阵雨转多云,微风~南风 小于3级
2014-05-05 星期二,26℃,14℃,多云,南风 小于3级
2014-05-06 星期三,27℃,15℃,多云,南风 小于3级
2014-05-07 星期四,28℃,14℃,多云,南风 小于3级
2014-05-08 星期五,24℃,15℃,多云转阵雨,南风 小于3级
2014-05-09 星期六,25℃,16℃,阵雨,南风 小于3级
2014-05-10 星期日,24℃,16℃,阵雨,微风 小于3级
2014-05-11 星期一,27℃,15℃,多云,南风 小于3级
2014-05-12 星期二,27℃,18℃,多云,南风 小于3级
2014-05-13 星期三,27℃,17℃,多云,南风 小于3级
2014-05-14 星期四,25℃,18℃,阵雨转阴,南风~微风 小于3级
2014-05-15 星期四,23℃,16℃,阵雨转阴,微风 小于3级
2014-05-16 星期五,24℃,15℃,阴转阵雨,微风 小于3级
2014-05-17 星期日,27℃,16℃,多云,南风 小于3级
2014-05-18 星期日,28℃,18℃,多云,南风 小于3级
2014-05-19 星期一,28℃,19℃,阵雨,南风 小于3级
2014-05-20 星期三,29℃,18℃,多云,南风 小于3级
2014-05-21 星期四,28℃,18℃,阵雨转多云,南风 小于3级
2014-05-22 星期五,27℃,18℃,阴转多云,南风 小于3级
2014-05-23 星期五,26℃,19℃,阵雨转阴,南风 小于3级
2014-05-24 星期日,27℃,19℃,阵雨转多云,微风 小于3级
2014-05-25 星期一,25℃,20℃,阵雨转多云,微风 小于3级
2014-05-26 星期一,30℃,19℃,阴转晴,微风~南风 小于3级
2014-05-27 星期三,30℃,18℃,多云,南风 小于3级
2014-05-28 星期四,30℃,19℃,多云,南风 小于3级
2014-06-01 星期日,32℃,23℃,多云,南风 小于3级
2014-06-02 星期一,32℃,24℃,多云,南风 小于3级
2014-06-03 星期三,28℃,22℃,阵雨,南风 小于3级
2014-06-04 星期四,27℃,23℃,中雨转阵雨,微风 小于3级
2014-06-05 星期五,28℃,22℃,阵雨,微风 小于3级
2014-06-06 星期五,29℃,21℃,阵雨转阴,微风 小于3级
2014-06-07 星期五,31℃,21℃,阵雨转多云,微风 小于3级
2014-06-08 星期一,32℃,20℃,多云转阵雨,北风 小于3级
2014-06-09 星期一,32℃,20℃,多云转阵雨,北风 小于3级
2014-06-10 星期三,19℃,24℃,阵雨,东南风 北风小于3级
2014-06-11 星期四,19℃,24℃,阵雨,东北风 北风小于3级
2014-06-12 星期五,18℃,23℃,阴转阵雨,北风 北风小于3级
2014-06-13 星期六,26℃,19℃,阵雨转阴,西风 南风小于3级
2014-06-14 星期日,20℃,26℃,阴转阵雨,南风 南风小于3级
2014-06-15 星期一,21℃,30℃,多云,南风 南风小于3级
2014-06-16 星期二,22℃,30℃,多云,西北风 南风小于3级
2014-06-17 星期二,32℃,21℃,多云,西北风 南风小于3级
2014-06-18 星期四,20℃,25℃,阵雨,东北风 北风3-4级
2014-06-19 星期五,22℃,30℃,阵雨,西北风 南风小于3级
2014-06-20 星期六,21℃,29℃,多云转阴,北风 南风小于3级
2014-06-21 星期日,21℃,29℃,多云转阵雨,东北风 南风小于3级
2014-06-22 星期一,19℃,26℃,阴转小到中雨,南风 北风小于3级
2014-06-23 星期一,26℃,19℃,中雨转阴,北风 微风
2014-06-24 星期三,19℃,26℃,阵雨,东南风 北风小于3级
2014-06-25 星期四,21℃,28℃,阴转阵雨,东南风 南风小于3级
2014-06-26 星期五,22℃,29℃,阴转阵雨,西南风 南风小于3级
2014-06-27 星期六,22℃,26℃,阵雨,东北风 北风小于3级
2014-06-28 星期日,21℃,27℃,阵雨,西风 北风小于3级
2014-07-01 星期二,29℃,20℃,阵雨转多云,西南风 南风小于3级
2014-07-02 星期三,28℃,22℃,阵雨转多云,北风 南风小于3级
2014-07-03 星期五,22℃,31℃,多云,东北风 南风小于3级
2014-07-04 星期六,21℃,32℃,多云,北风 南风小于3级
2014-07-05 星期六,28℃,24℃,阵雨,北风 南风小于3级
2014-07-06 星期日,28℃,23℃,阵雨,东风 北风小于3级
2014-07-07 星期二,23℃,29℃,阵雨,西南风 北风小于3级
2014-07-08 星期二,28℃,24℃,中雨,东北风 微风
2014-07-09 星期三,26℃,21℃,大雨转阵雨,东北风 北风3-4级
2014-07-10 星期四,27℃,21℃,阵雨转阴,西风 微风
2014-07-11 星期五,28℃,22℃,多云转阵雨,南风 小于3级
2014-07-12 星期六,28℃,23℃,阵雨转多云,南风 小于3级
2014-07-13 星期日,29℃,21℃,多云,南风 小于3级
2014-07-14 星期一,32℃,21℃,多云,南风 小于3级
2014-07-15 星期三,31℃,21℃,阵雨转多云,南风 小于3级
2014-07-16 星期三,31℃,21℃,多云,南风 小于3级
2014-07-17 星期五,31℃,22℃,多云,南风 小于3级
2014-07-18 星期五,30℃,22℃,多云转阵雨,南风 小于3级
2014-07-19 星期日,29℃,22℃,中雨转阵雨,南风 小于3级
2014-07-20 星期日,28℃,22℃,大雨转阵雨,南风 3-4级
2014-07-21 星期二,29℃,23℃,中雨转阴,南风 小于3级
2014-07-22 星期二,32℃,24℃,阵雨转多云,南风 小于3级
2014-07-23 星期四,33℃,24℃,阵雨转多云,南风 小于3级
2014-07-24 星期四,34℃,25℃,中雨,南风 小于3级
2014-07-25 星期六,34℃,22℃,多云转晴,南风 小于3级
2014-07-26 星期六,33℃,24℃,多云,南风 小于3级
2014-07-27 星期日,34℃,23℃,多云,南风 小于3级
2014-07-28 星期一,33℃,24℃,多云,南风 小于3级
2014-08-01 星期五,32℃,23℃,大雨转阵雨,微风 小于3级
2014-08-02 星期日,32℃,24℃,多云,南风 小于3级
2014-08-03 星期日,34℃,24℃,多云,南风 小于3级
2014-08-04 星期二,33℃,24℃,阵雨转多云,南风 小于3级
2014-08-05 星期二,32℃,23℃,阵雨转多云,南风 小于3级
2014-08-06 星期四,33℃,23℃,阵雨转多云,南风 小于3级
2014-08-07 星期四,30℃,23℃,大雨转阵雨,北风~微风 3-4级~小于3级
2014-08-08 星期五,29℃,23℃,中雨转阵雨,南风 小于3级
2014-08-09 星期六,26℃,22℃,大雨转阵雨,北风 3-4级
2014-08-10 星期一,27℃,22℃,阵雨,微风 小于3级
2014-08-11 星期一,27℃,22℃,阵雨,微风 小于3级
2014-08-12 星期三,27℃,22℃,阵雨转多云,微风 小于3级
2014-08-13 星期三,31℃,20℃,多云,微风 小于3级
2014-08-14 星期五,31℃,20℃,多云,南风 小于3级
2014-08-15 星期五,28℃,22℃,多云转阵雨,南风 小于3级
2014-08-16 星期日,27℃,23℃,中雨转阴,南风 小于3级
2014-08-17 星期日,26℃,21℃,小雨转阵雨,微风 小于3级
2014-08-18 星期二,30℃,22℃,阴转多云,南风 小于3级
2014-08-19 星期二,31℃,22℃,多云,南风 小于3级
2014-08-20 星期四,31℃,22℃,多云转阴,南风 小于3级
2014-08-21 星期四,27℃,22℃,中雨,南风~北风 3-4级
2014-08-22 星期五,23℃,19℃,阵雨,微风 小于3级
2014-08-23 星期日,26℃,19℃,阵雨转阴,微风 小于3级
2014-08-24 星期日,31℃,20℃,多云,南风 小于3级
2014-08-25 星期一,30℃,20℃,多云,南风 小于3级
2014-08-26 星期二,24℃,20℃,小雨,微风 小于3级
2014-08-27 星期四,26℃,19℃,小雨转阴,微风 小于3级
2014-08-28 星期四,28℃,19℃,多云,微风 小于3级
2014-09-01 星期一,26℃,21℃,中雨,北风 3-4级
2014-09-02 星期三,27℃,21℃,阵雨转阴,微风 小于3级
2014-09-03 星期三,27℃,19℃,阴转多云,微风 小于3级
2014-09-04 星期四,28℃,17℃,阴转多云,南风 小于3级
2014-09-05 星期五,28℃,18℃,多云,南风 小于3级
2014-09-06 星期六,27℃,21℃,阵雨转多云,南风 小于3级
2014-09-07 星期日,28℃,21℃,小雨转阴,南风 小于3级
2014-09-08 星期一,28℃,22℃,阵雨转阴,南风 小于3级
2014-09-09 星期二,26℃,21℃,中雨,南风~微风 小于3级
2014-09-10 星期四,28℃,22℃,阵雨转阴,微风 小于3级
2014-09-11 星期四,29℃,22℃,阴,南风 小于3级
2014-09-12 星期六,29℃,22℃,阵雨,微风 小于3级
2014-09-13 星期六,27℃,22℃,阵雨,微风 小于3级
2014-09-14 星期一,24℃,20℃,阵雨,微风 小于3级
2014-09-15 星期一,24℃,20℃,阵雨转阴,微风 小于3级
2014-09-16 星期二,24℃,19℃,阵雨转阴,微风 小于3级
2014-09-17 星期三,25℃,19℃,阵雨转阴,微风 小于3级
2014-09-18 星期五,23℃,18℃,阵雨,微风 小于3级
2014-09-19 星期六,28℃,17℃,多云转晴,微风~南风 小于3级
2014-09-20 星期六,28℃,19℃,多云,南风 小于3级
2014-09-21 星期一,27℃,20℃,多云转阴,南风 小于3级
2014-09-22 星期一,25℃,20℃,小雨转阴,微风 小于3级
2014-09-23 星期三,24℃,19℃,阵雨转阴,微风 小于3级
2014-09-24 星期三,25℃,18℃,阵雨,微风 小于3级
2014-09-25 星期五,26℃,17℃,多云,微风 小于3级
2014-09-26 星期五,24℃,18℃,阵雨转阴,微风 小于3级
2014-09-27 星期日,24℃,19℃,小雨,微风 小于3级
2014-09-28 星期日,26℃,19℃,小雨转阴,微风 小于3级
2014-10-01 星期四,26℃,19℃,小雨转阴,微风 小于3级
2014-10-02 星期四,29℃,18℃,多云,南风 小于3级
2014-10-03 星期六,28℃,19℃,多云,南风 小于3级
2014-10-04 星期六,28℃,19℃,阵雨转多云,微风 小于3级
2014-10-05 星期日,29℃,16℃,多云,南风 小于3级
2014-10-06 星期一,26℃,15℃,多云,南风 小于3级
2014-10-07 星期二,26℃,17℃,多云,南风 小于3级
2014-10-08 星期三,26℃,18℃,阴,南风 小于3级
2014-10-09 星期五,25℃,19℃,阵雨转阴,微风 小于3级
2014-10-10 星期五,23℃,17℃,阵雨转阴,微风 小于3级
2014-10-11 星期日,20℃,16℃,中雨,北风 3-4级
2014-10-12 星期日,16℃,14℃,小雨转阵雨,微风 小于3级
2014-10-13 星期二,19℃,13℃,阴,南风 小于3级
2014-10-14 星期二,21℃,11℃,多云,南风 小于3级
2014-10-15 星期四,18℃,14℃,多云,南风 小于3级
2014-10-16 星期四,17℃,13℃,小雨转阴,南风 小于3级
2014-10-17 星期六,18℃,14℃,阵雨转阴,微风 小于3级
2014-10-18 星期六,21℃,15℃,小雨转阴,微风 小于3级
2014-10-19 星期一,21℃,14℃,阵雨,微风 小于3级
2014-10-20 星期一,25℃,15℃,阵雨转多云,微风 小于3级
2014-10-21 星期三,25℃,15℃,多云,南风 小于3级
2014-10-22 星期四,23℃,16℃,多云转阴,南风 小于3级
2014-10-23 星期四,23℃,15℃,阵雨转多云,南风 小于3级
2014-10-24 星期六,25℃,13℃,多云,南风 小于3级
2014-10-25 星期六,24℃,14℃,多云,南风 小于3级
2014-10-26 星期一,24℃,14℃,多云转阴,南风 小于3级
2014-10-27 星期二,18℃,16℃,大雨,南风~微风 小于3级
2014-10-28 星期二,21℃,15℃,小雨转阴,微风 小于3级
2014-11-01 星期日,17℃,13℃,小雨,微风 小于3级
2014-11-02 星期一,16℃,12℃,阵雨转多云,微风 小于3级
2014-11-03 星期一,18℃,7℃,多云,南风 小于3级
2014-11-04 星期三,17℃,9℃,多云转阴,南风 小于3级
2014-11-05 星期三,19℃,9℃,多云,南风 小于3级
2014-11-06 星期四,18℃,12℃,多云转阴,南风 小于3级
2014-11-07 星期五,18℃,12℃,阵雨转阴,微风 小于3级
2014-11-08 星期五,15℃,10℃,阵雨转阴,微风 小于3级
2014-11-09 星期五,15℃,10℃,阵雨转阴,微风 小于3级
2014-11-10 星期二,15℃,10℃,阵雨转阴,微风 小于3级
2014-11-11 星期二,16℃,10℃,阵雨转多云,微风 小于3级
2014-11-12 星期四,17℃,10℃,多云转阴,南风 小于3级
2014-11-13 星期四,17℃,9℃,阴,微风 小于3级
2014-11-14 星期六,16℃,7℃,多云转阴,微风 小于3级
2014-11-15 星期六,16℃,10℃,多云,微风~南风 小于3级
2014-11-16 星期一,14℃,9℃,阴,微风 小于3级
2014-11-17 星期一,12℃,10℃,阵雨,微风 小于3级
2014-11-18 星期三,16℃,10℃,小雨转阴,微风 小于3级
2014-11-19 星期三,16℃,8℃,多云转阴,南风 小于3级
2014-11-20 星期五,15℃,8℃,多云转阴,南风 小于3级
2014-11-21 星期五,14℃,8℃,阴,微风 小于3级
2014-11-22 星期六,15℃,11℃,阴转小雨,微风 小于3级
2014-11-23 星期日,14℃,9℃,小雨,微风 小于3级
2014-11-24 星期二,15℃,9℃,小雨转阴,微风 小于3级
2014-11-25 星期二,15℃,8℃,多云,微风 小于3级
2014-11-26 星期四,14℃,10℃,多云转阴,微风 小于3级
2014-11-27 星期四,17℃,8℃,小雨转多云,微风 小于3级
2014-11-28 星期五,15℃,9℃,阴,南风 小于3级
2014-12-01 星期一,12℃,8℃,阴,南风 小于3级
2014-12-02 星期二,13℃,7℃,阴,微风 小于3级
2014-12-03 星期三,13℃,9℃,阵雨,微风 小于3级
2014-12-04 星期四,13℃,4℃,多云,微风 小于3级
2014-12-05 星期五,13℃,7℃,多云,微风 小于3级
2014-12-06 星期六,11℃,8℃,阴转小雨,微风 小于3级
2014-12-07 星期日,13℃,6℃,阴转多云,微风 小于3级
2014-12-08 星期一,13℃,4℃,多云,微风 小于3级
2014-12-09 星期二,8℃,6℃,小雨,微风 小于3级
2014-12-10 星期三,8℃,4℃,小雨转阴,微风 小于3级
2014-12-11 星期四,8℃,3℃,小雨转阴,微风 小于3级
2014-12-12 星期五,11℃,1℃,多云,南风 小于3级
2014-12-13 星期六,10℃,1℃,多云,南风 小于3级
2014-12-14 星期日,10℃,3℃,多云,微风 小于3级
2014-12-15 星期一,10℃,5℃,阴转多云,微风 小于3级
2014-12-16 星期二,10℃,3℃,多云,北风 小于3级
2014-12-17 星期三,11℃,1℃,多云,南风 小于3级
2014-12-18 星期四,11℃,2℃,多云,南风 小于3级
2014-12-19 星期五,11℃,-1℃,多云,南风 小于3级
2014-12-20 星期六,10℃,1℃,多云,南风 小于3级
2014-12-21 星期日,10℃,0℃,多云转晴,微风 小于3级
2014-12-22 星期一,12℃,-2℃,多云,微风 小于3级
2014-12-23 星期二,11℃,-1℃,多云,南风 小于3级
2014-12-24 星期三,11℃,2℃,多云,南风 小于3级
2014-12-25 星期四,11℃,4℃,阴,南风 小于3级
2014-12-26 星期五,9℃,4℃,小雨转阴,微风 小于3级
2014-12-27 星期六,11℃,4℃,小雨转阴,微风 小于3级
2014-12-28 星期日,12℃,1℃,阴转多云,微风 小于3级
2013-01-01 星期二,8℃,-2℃,多云,南风 小于3级
2013-01-02 星期三,7℃,1℃,多云转阴,南风~微风 小于3级
2013-01-03 星期四,4℃,-1℃,雨夹雪,北风 3-4级
2013-01-04 星期五,4℃,-1℃,小雪转阴,北风 3-4级
2013-01-05 星期六,5℃,0℃,雨夹雪转阴,北风 3-4级
2013-01-06 星期日,5℃,0℃,雨夹雪,微风 小于3级
2013-01-07 星期一,7℃,-2℃,多云转阴,南风 小于3级
2013-01-08 星期二,8℃,0℃,阴转多云,南风 小于3级
2013-01-09 星期三,9℃,-1℃,多云,南风 小于3级
2013-01-10 星期四,8℃,1℃,阴转多云,南风 小于3级
2013-01-11 星期五,9℃,3℃,阴转多云,南风 小于3级
2013-01-12 星期六,10℃,-2℃,多云转雾,南风 小于3级
2013-01-13 星期日,11℃,0℃,多云,南风 小于3级
2013-01-14 星期一,9℃,3℃,阴转小雨,南风 小于3级
2013-01-15 星期二,9℃,1℃,阴转多云,南风 小于3级
2013-01-16 星期三,11℃,3℃,多云,南风 小于3级
2013-01-17 星期四,12℃,3℃,阴转多云,南风 小于3级
2013-01-18 星期五,11℃,3℃,阴转多云,南风 小于3级
2013-01-19 星期六,9℃,5℃,小雨转阴,南风 小于3级
2013-01-20 星期日,10℃,6℃,阵雨,微风 小于3级
2013-01-21 星期一,11℃,5℃,阴转多云,微风 小于3级
2013-01-22 星期二,12℃,2℃,多云,南风 小于3级
2013-01-23 星期三,14℃,2℃,多云,南风 小于3级
2013-01-24 星期四,14℃,3℃,多云,南风 小于3级
2013-01-25 星期五,16℃,2℃,多云,南风 小于3级
2013-01-26 星期六,15℃,3℃,多云,南风 小于3级
2013-01-27 星期日,16℃,3℃,多云,南风 小于3级
2013-01-28 星期一,15℃,5℃,多云,南风 小于3级
2013-02-01 星期五,16℃,5℃,多云,南风 小于3级
2013-02-02 星期六,15℃,7℃,阴转多云,南风 小于3级
2013-02-03 星期日,16℃,7℃,多云,南风 小于3级
2013-02-04 星期一,18℃,8℃,多云,南风 小于3级
2013-02-05 星期二,18℃,6℃,多云,南风 小于3级
2013-02-06 星期三,16℃,8℃,多云,南风 小于3级
2013-02-07 星期四,13℃,6℃,阴转小雨,微风 小于3级
2013-02-08 星期五,9℃,3℃,小雨,北风 3-4级
2013-02-09 星期六,11℃,2℃,阴,北风~南风 3-4级~小于3级
2013-02-10 星期日,11℃,2℃,多云,南风 小于3级
2013-02-11 星期一,11℃,5℃,阴转多云,南风 小于3级
2013-02-12 星期二,10℃,6℃,阴,南风 小于3级
2013-02-13 星期三,11℃,4℃,阴,南风 小于3级
2013-02-14 星期四,11℃,5℃,多云,南风 小于3级
2013-02-15 星期五,14℃,3℃,多云,南风 小于3级
2013-02-16 星期六,15℃,4℃,多云,南风 小于3级
2013-02-17 星期日,14℃,7℃,阴,南风 小于3级
2013-02-18 星期一,13℃,7℃,阴转阵雨,南风~北风 3-4级
2013-02-19 星期二,12℃,3℃,阴转多云,南风 小于3级
2013-02-20 星期三,11℃,5℃,阵雨转阴,南风 小于3级
2013-02-21 星期四,12℃,6℃,阵雨转多云,南风 小于3级
2013-02-22 星期五,15℃,4℃,多云,南风 小于3级
2013-02-23 星期六,16℃,8℃,多云,南风 小于3级
2013-02-24 星期日,18℃,5℃,多云,南风 小于3级
2013-02-25 星期一,17℃,6℃,阴转多云,南风 小于3级
2013-02-26 星期二,18℃,8℃,多云,南风 小于3级
2013-02-27 星期三,20℃,9℃,多云,南风 小于3级
2013-02-28 星期四,17℃,10℃,多云,南风 小于3级
2013-03-01 星期五,15℃,9℃,阴转小雨,微风 小于3级
2013-03-02 星期六,17℃,6℃,多云,北风 3-4级
2013-03-03 星期日,17℃,6℃,多云,北风 小于3级
2013-03-04 星期一,19℃,7℃,多云,南风 小于3级
2013-03-05 星期二,20℃,7℃,晴,南风 小于3级
2013-03-06 星期三,21℃,9℃,多云,南风 小于3级
2013-03-07 星期四,24℃,9℃,多云转晴,南风 小于3级
2013-03-08 星期五,25℃,11℃,晴转多云,南风 小于3级
2013-03-09 星期六,26℃,10℃,多云,南风 小于3级
2013-03-10 星期日,25℃,10℃,多云,南风 小于3级
2013-03-11 星期一,22℃,11℃,多云转阴,南风 小于3级
2013-03-12 星期二,22℃,11℃,多云,南风 小于3级
2013-03-13 星期三,25℃,10℃,多云,南风 小于3级
2013-03-14 星期四,22℃,13℃,多云转阴,南风 小于3级
2013-03-15 星期五,21℃,13℃,阵雨转阴,南风 小于3级
2013-03-16 星期六,23℃,13℃,多云,南风 小于3级
2013-03-17 星期日,23℃,14℃,阴转多云,南风 小于3级
2013-03-18 星期一,24℃,14℃,多云,南风 小于3级
2013-03-19 星期二,22℃,12℃,小雨转多云,微风~南风 小于3级
2013-03-20 星期三,25℃,12℃,多云,南风 小于3级
2013-03-21 星期四,24℃,10℃,多云,南风 小于3级
2013-03-22 星期五,23℃,13℃,阴转小雨,微风 小于3级
